Model_ID,Model_Name,Model_Type,Model_Version,Date,Daily_Volume,Performance_Metrics,Company_Name
3805,Model 40,Classification,2,10/26/2022,4599,"[0.86, 0.93, 0.78]",State Farm
3806,Model 40,Classification,1,10/27/2022,2922,"[0.79, 0.9, 0.89]",State Farm
3807,Model 40,Classification,2,10/27/2022,4549,"[0.81, 0.95, 0.73]",State Farm
3808,Model 40,Classification,1,10/28/2022,2578,"[0.77, 0.85, 0.89]",State Farm
3809,Model 40,Classification,2,10/28/2022,1855,"[0.74, 0.83, 0.7]",State Farm
3810,Model 40,Classification,1,10/29/2022,3036,"[0.77, 0.83, 0.9]",State Farm
3811,Model 40,Classification,2,10/29/2022,2255,"[0.84, 0.72, 0.89]",State Farm
3812,Model 41,Classification,1,5/20/2021,4520,"[0.83, 0.76, 0.77]",Nationwide
3813,Model 41,Classification,2,5/20/2021,3511,"[0.83, 0.87, 0.75]",Nationwide
3814,Model 41,Classification,1,5/21/2021,4403,"[0.86, 0.84, 0.91]",Nationwide
3815,Model 41,Classification,2,5/21/2021,1093,"[0.82, 0.8, 0.83]",Nationwide
3816,Model 41,Classification,1,5/22/2021,1674,"[0.93, 0.82, 0.94]",Nationwide
3817,Model 41,Classification,2,5/22/2021,1431,"[0.81, 0.8, 0.91]",Nationwide
3818,Model 41,Classification,1,5/23/2021,4879,"[0.95, 0.93, 0.91]",Nationwide
3819,Model 41,Classification,2,5/23/2021,1029,"[0.91, 0.76, 0.82]",Nationwide
3820,Model 41,Classification,1,5/24/2021,2908,"[0.78, 0.85, 0.88]",Nationwide
3821,Model 41,Classification,2,5/24/2021,5000,"[0.8, 0.79, 0.79]",Nationwide
3822,Model 41,Classification,1,5/25/2021,1818,"[0.76, 0.72, 0.74]",Nationwide
3823,Model 41,Classification,2,5/25/2021,4607,"[0.78, 0.93, 0.88]",Nationwide
3824,Model 41,Classification,1,5/26/2021,2371,"[0.79, 0.92, 0.71]",Nationwide
3825,Model 41,Classification,2,5/26/2021,3190,"[0.95, 0.93, 0.94]",Nationwide
3826,Model 41,Classification,1,5/27/2021,2324,"[0.89, 0.73, 0.87]",Nationwide
3827,Model 41,Classification,2,5/27/2021,2904,"[0.71, 0.77, 0.74]",Nationwide
3828,Model 41,Classification,1,5/28/2021,2004,"[0.8, 0.78, 0.84]",Nationwide
3829,Model 41,Classification,2,5/28/2021,1412,"[0.88, 0.77, 0.88]",Nationwide
3830,Model 41,Classification,1,5/29/2021,1661,"[0.7, 0.84, 0.86]",Nationwide
3831,Model 41,Classification,2,5/29/2021,2720,"[0.89, 0.82, 0.9]",Nationwide
3832,Model 41,Classification,1,5/30/2021,4873,"[0.71, 0.87, 0.88]",Nationwide
3833,Model 41,Classification,2,5/30/2021,2662,"[0.92, 0.92, 0.88]",Nationwide
3834,Model 41,Classification,1,5/31/2021,4844,"[0.76, 0.81, 0.78]",Nationwide
3835,Model 41,Classification,2,5/31/2021,2969,"[0.83, 0.89, 0.95]",Nationwide
3836,Model 41,Classification,1,6/1/2021,1091,"[0.88, 0.86, 0.84]",Nationwide
3837,Model 41,Classification,2,6/1/2021,1830,"[0.85, 0.8, 0.75]",Nationwide
3838,Model 41,Classification,1,6/2/2021,4600,"[0.84, 0.88, 0.9]",Nationwide
3839,Model 41,Classification,2,6/2/2021,2003,"[0.87, 0.92, 0.91]",Nationwide
3840,Model 41,Classification,1,6/3/2021,3765,"[0.77, 0.91, 0.91]",Nationwide
3841,Model 41,Classification,2,6/3/2021,4898,"[0.81, 0.9, 0.82]",Nationwide
3842,Model 41,Classification,1,6/4/2021,1774,"[0.77, 0.86, 0.79]",Nationwide
3843,Model 41,Classification,2,6/4/2021,3025,"[0.71, 0.73, 0.77]",Nationwide
3844,Model 41,Classification,1,6/5/2021,3195,"[0.72, 0.9, 0.73]",Nationwide
3845,Model 41,Classification,2,6/5/2021,3769,"[0.92, 0.73, 0.7]",Nationwide
3846,Model 41,Classification,1,6/6/2021,3381,"[0.8, 0.73, 0.77]",Nationwide
3847,Model 41,Classification,2,6/6/2021,2472,"[0.81, 0.89, 0.92]",Nationwide
3848,Model 41,Classification,1,6/7/2021,3954,"[0.72, 0.77, 0.81]",Nationwide
3849,Model 41,Classification,2,6/7/2021,2292,"[0.84, 0.74, 0.84]",Nationwide
3850,Model 41,Classification,1,6/8/2021,3298,"[0.82, 0.86, 0.78]",Nationwide
3851,Model 41,Classification,2,6/8/2021,4205,"[0.81, 0.93, 0.75]",Nationwide
3852,Model 41,Classification,1,6/9/2021,3983,"[0.88, 0.71, 0.9]",Nationwide
3853,Model 41,Classification,2,6/9/2021,3764,"[0.9, 0.93, 0.91]",Nationwide
3854,Model 41,Classification,1,6/10/2021,3896,"[0.72, 0.91, 0.72]",Nationwide
3855,Model 41,Classification,2,6/10/2021,3130,"[0.9, 0.8, 0.77]",Nationwide
3856,Model 41,Classification,1,6/11/2021,2568,"[0.75, 0.81, 0.93]",Nationwide
3857,Model 41,Classification,2,6/11/2021,2907,"[0.88, 0.9, 0.9]",Nationwide
3858,Model 41,Classification,1,6/12/2021,1864,"[0.76, 0.88, 0.76]",Nationwide
3859,Model 41,Classification,2,6/12/2021,4395,"[0.73, 0.85, 0.94]",Nationwide
3860,Model 41,Classification,1,6/13/2021,2645,"[0.78, 0.76, 0.82]",Nationwide
3861,Model 41,Classification,2,6/13/2021,2651,"[0.94, 0.92, 0.82]",Nationwide
3862,Model 41,Classification,1,6/14/2021,2356,"[0.84, 0.75, 0.88]",Nationwide
3863,Model 41,Classification,2,6/14/2021,4604,"[0.93, 0.89, 0.93]",Nationwide
3864,Model 41,Classification,1,6/15/2021,4480,"[0.93, 0.78, 0.79]",Nationwide
3865,Model 41,Classification,2,6/15/2021,3538,"[0.86, 0.8, 0.88]",Nationwide
3866,Model 41,Classification,1,6/16/2021,4273,"[0.76, 0.74, 0.77]",Nationwide
3867,Model 41,Classification,2,6/16/2021,2823,"[0.86, 0.77, 0.88]",Nationwide
3868,Model 41,Classification,1,6/17/2021,2009,"[0.78, 0.76, 0.94]",Nationwide
3869,Model 41,Classification,2,6/17/2021,4545,"[0.94, 0.8, 0.74]",Nationwide
3870,Model 41,Classification,1,6/18/2021,2928,"[0.81, 0.93, 0.75]",Nationwide
3871,Model 41,Classification,2,6/18/2021,4598,"[0.73, 0.75, 0.88]",Nationwide
3872,Model 41,Classification,1,6/19/2021,4660,"[0.81, 0.81, 0.75]",Nationwide
3873,Model 41,Classification,2,6/19/2021,2322,"[0.94, 0.73, 0.74]",Nationwide
3874,Model 41,Classification,1,6/20/2021,1480,"[0.77, 0.72, 0.73]",Nationwide
3875,Model 41,Classification,2,6/20/2021,3753,"[0.82, 0.74, 0.74]",Nationwide
3876,Model 41,Classification,1,6/21/2021,3128,"[0.83, 0.89, 0.89]",Nationwide
3877,Model 41,Classification,2,6/21/2021,3973,"[0.77, 0.74, 0.71]",Nationwide
3878,Model 41,Classification,1,6/22/2021,1403,"[0.72, 0.87, 0.81]",Nationwide
3879,Model 41,Classification,2,6/22/2021,2965,"[0.78, 0.94, 0.92]",Nationwide
3880,Model 41,Classification,1,6/23/2021,1861,"[0.75, 0.75, 0.83]",Nationwide
3881,Model 41,Classification,2,6/23/2021,2123,"[0.94, 0.75, 0.84]",Nationwide
3882,Model 41,Classification,1,6/24/2021,3544,"[0.93, 0.95, 0.83]",Nationwide
3883,Model 41,Classification,2,6/24/2021,3007,"[0.8, 0.9, 0.8]",Nationwide
3884,Model 41,Classification,1,6/25/2021,3374,"[0.78, 0.88, 0.73]",Nationwide
3885,Model 41,Classification,2,6/25/2021,3962,"[0.71, 0.92, 0.76]",Nationwide
3886,Model 41,Classification,1,6/26/2021,1262,"[0.81, 0.9, 0.93]",Nationwide
3887,Model 41,Classification,2,6/26/2021,3952,"[0.77, 0.71, 0.72]",Nationwide
3888,Model 41,Classification,1,6/27/2021,3420,"[0.83, 0.79, 0.84]",Nationwide
3889,Model 41,Classification,2,6/27/2021,2722,"[0.92, 0.76, 0.71]",Nationwide
3890,Model 41,Classification,1,6/28/2021,2006,"[0.71, 0.94, 0.75]",Nationwide
3891,Model 41,Classification,2,6/28/2021,1077,"[0.82, 0.77, 0.82]",Nationwide
3892,Model 41,Classification,1,6/29/2021,4009,"[0.78, 0.82, 0.82]",Nationwide
3893,Model 41,Classification,2,6/29/2021,1639,"[0.72, 0.88, 0.81]",Nationwide
3894,Model 41,Classification,1,6/30/2021,3797,"[0.84, 0.87, 0.72]",Nationwide
3895,Model 41,Classification,2,6/30/2021,2331,"[0.89, 0.95, 0.81]",Nationwide
3896,Model 41,Classification,1,7/1/2021,1792,"[0.91, 0.85, 0.72]",Nationwide
3897,Model 41,Classification,2,7/1/2021,2330,"[0.75, 0.76, 0.91]",Nationwide
3898,Model 41,Classification,1,7/2/2021,3416,"[0.88, 0.92, 0.76]",Nationwide
3899,Model 41,Classification,2,7/2/2021,2312,"[0.81, 0.82, 0.73]",Nationwide
3900,Model 41,Classification,1,7/3/2021,2792,"[0.84, 0.79, 0.77]",Nationwide
3901,Model 41,Classification,2,7/3/2021,1463,"[0.84, 0.93, 0.72]",Nationwide
3902,Model 41,Classification,1,7/4/2021,3625,"[0.73, 0.93, 0.85]",Nationwide
3903,Model 41,Classification,2,7/4/2021,2959,"[0.84, 0.72, 0.95]",Nationwide
3904,Model 41,Classification,1,7/5/2021,4414,"[0.79, 0.71, 0.82]",Nationwide
3905,Model 41,Classification,2,7/5/2021,3393,"[0.77, 0.74, 0.75]",Nationwide
3906,Model 41,Classification,1,7/6/2021,1787,"[0.82, 0.83, 0.85]",Nationwide
3907,Model 41,Classification,2,7/6/2021,1742,"[0.74, 0.8, 0.84]",Nationwide
3908,Model 41,Classification,1,7/7/2021,3987,"[0.7, 0.71, 0.85]",Nationwide
3909,Model 41,Classification,2,7/7/2021,2082,"[0.71, 0.84, 0.9]",Nationwide
3910,Model 41,Classification,1,7/8/2021,3126,"[0.76, 0.75, 0.79]",Nationwide
3911,Model 41,Classification,2,7/8/2021,1376,"[0.79, 0.78, 0.73]",Nationwide
3912,Model 41,Classification,1,7/9/2021,4621,"[0.9, 0.73, 0.85]",Nationwide
3913,Model 41,Classification,2,7/9/2021,4564,"[0.75, 0.72, 0.75]",Nationwide
3914,Model 41,Classification,1,7/10/2021,2682,"[0.82, 0.77, 0.93]",Nationwide
3915,Model 41,Classification,2,7/10/2021,1250,"[0.84, 0.74, 0.89]",Nationwide
3916,Model 41,Classification,1,7/11/2021,2428,"[0.74, 0.89, 0.77]",Nationwide
3917,Model 41,Classification,2,7/11/2021,4148,"[0.81, 0.88, 0.86]",Nationwide
3918,Model 41,Classification,1,7/12/2021,2791,"[0.8, 0.72, 0.73]",Nationwide
3919,Model 41,Classification,2,7/12/2021,2747,"[0.92, 0.71, 0.78]",Nationwide
3920,Model 41,Classification,1,7/13/2021,3094,"[0.81, 0.9, 0.92]",Nationwide
3921,Model 41,Classification,2,7/13/2021,3570,"[0.83, 0.94, 0.94]",Nationwide
3922,Model 41,Classification,1,7/14/2021,1209,"[0.93, 0.92, 0.79]",Nationwide
3923,Model 41,Classification,2,7/14/2021,4857,"[0.89, 0.77, 0.77]",Nationwide
3924,Model 41,Classification,1,7/15/2021,1978,"[0.74, 0.77, 0.82]",Nationwide
3925,Model 41,Classification,2,7/15/2021,3199,"[0.94, 0.72, 0.82]",Nationwide
3926,Model 41,Classification,1,7/16/2021,2273,"[0.74, 0.81, 0.8]",Nationwide
3927,Model 41,Classification,2,7/16/2021,4038,"[0.78, 0.89, 0.83]",Nationwide
3928,Model 41,Classification,1,7/17/2021,1435,"[0.8, 0.81, 0.92]",Nationwide
3929,Model 41,Classification,2,7/17/2021,3910,"[0.82, 0.75, 0.8]",Nationwide
3930,Model 41,Classification,1,7/18/2021,3563,"[0.82, 0.88, 0.83]",Nationwide
3931,Model 41,Classification,2,7/18/2021,1787,"[0.76, 0.79, 0.85]",Nationwide
3932,Model 41,Classification,1,7/19/2021,2962,"[0.7, 0.76, 0.84]",Nationwide
3933,Model 41,Classification,2,7/19/2021,3715,"[0.93, 0.82, 0.87]",Nationwide
3934,Model 41,Classification,1,7/20/2021,2062,"[0.72, 0.81, 0.72]",Nationwide
3935,Model 41,Classification,2,7/20/2021,4243,"[0.74, 0.95, 0.82]",Nationwide
3936,Model 41,Classification,1,7/21/2021,4227,"[0.73, 0.8, 0.75]",Nationwide
3937,Model 41,Classification,2,7/21/2021,1617,"[0.84, 0.78, 0.79]",Nationwide
3938,Model 41,Classification,1,7/22/2021,4961,"[0.72, 0.85, 0.95]",Nationwide
3939,Model 41,Classification,2,7/22/2021,1035,"[0.81, 0.76, 0.72]",Nationwide
3940,Model 41,Classification,1,7/23/2021,2954,"[0.85, 0.82, 0.91]",Nationwide
3941,Model 41,Classification,2,7/23/2021,3897,"[0.77, 0.86, 0.94]",Nationwide
3942,Model 42,Classification,3,12/19/2021,4529,"[0.78, 0.86, 0.92]",Allstate
3943,Model 42,Classification,3,12/20/2021,4624,"[0.73, 0.93, 0.9]",Allstate
3944,Model 42,Classification,3,12/21/2021,4270,"[0.87, 0.82, 0.71]",Allstate
3945,Model 42,Classification,3,12/22/2021,1147,"[0.73, 0.81, 0.93]",Allstate
3946,Model 42,Classification,3,12/23/2021,1329,"[0.87, 0.82, 0.75]",Allstate
3947,Model 42,Classification,3,12/24/2021,3041,"[0.74, 0.93, 0.92]",Allstate
3948,Model 42,Classification,3,12/25/2021,4224,"[0.81, 0.88, 0.82]",Allstate
3949,Model 42,Classification,3,12/26/2021,2361,"[0.9, 0.92, 0.74]",Allstate
3950,Model 42,Classification,3,12/27/2021,4487,"[0.81, 0.93, 0.89]",Allstate
3951,Model 42,Classification,3,12/28/2021,1137,"[0.92, 0.87, 0.92]",Allstate
3952,Model 42,Classification,3,12/29/2021,1979,"[0.71, 0.79, 0.92]",Allstate
3953,Model 42,Classification,3,12/30/2021,4045,"[0.73, 0.84, 0.78]",Allstate
3954,Model 42,Classification,3,12/31/2021,2724,"[0.84, 0.89, 0.72]",Allstate
3955,Model 42,Classification,3,1/1/2022,1244,"[0.74, 0.81, 0.77]",Allstate
3956,Model 42,Classification,3,1/2/2022,1458,"[0.94, 0.77, 0.93]",Allstate
3957,Model 42,Classification,3,1/3/2022,1196,"[0.91, 0.71, 0.85]",Allstate
3958,Model 42,Classification,3,1/4/2022,3554,"[0.79, 0.9, 0.91]",Allstate
3959,Model 42,Classification,3,1/5/2022,1398,"[0.87, 0.77, 0.73]",Allstate
3960,Model 42,Classification,3,1/6/2022,2529,"[0.87, 0.94, 0.77]",Allstate
3961,Model 42,Classification,3,1/7/2022,3895,"[0.84, 0.73, 0.79]",Allstate
3962,Model 42,Classification,3,1/8/2022,4750,"[0.88, 0.84, 0.74]",Allstate
3963,Model 42,Classification,3,1/9/2022,1689,"[0.88, 0.77, 0.88]",Allstate
3964,Model 42,Classification,3,1/10/2022,1966,"[0.8, 0.73, 0.91]",Allstate
3965,Model 42,Classification,3,1/11/2022,4927,"[0.92, 0.71, 0.72]",Allstate
3966,Model 42,Classification,3,1/12/2022,2713,"[0.76, 0.78, 0.73]",Allstate
3967,Model 42,Classification,3,1/13/2022,2453,"[0.8, 0.9, 0.8]",Allstate
3968,Model 42,Classification,3,1/14/2022,4459,"[0.7, 0.83, 0.82]",Allstate
3969,Model 42,Classification,3,1/15/2022,3107,"[0.8, 0.89, 0.74]",Allstate
3970,Model 42,Classification,3,1/16/2022,3811,"[0.73, 0.86, 0.86]",Allstate
3971,Model 42,Classification,3,1/17/2022,1035,"[0.71, 0.78, 0.84]",Allstate
3972,Model 42,Classification,3,1/18/2022,2421,"[0.92, 0.81, 0.72]",Allstate
3973,Model 42,Classification,3,1/19/2022,3192,"[0.88, 0.93, 0.93]",Allstate
3974,Model 42,Classification,3,1/20/2022,3032,"[0.8, 0.7, 0.83]",Allstate
3975,Model 42,Classification,3,1/21/2022,1608,"[0.87, 0.83, 0.75]",Allstate
3976,Model 42,Classification,3,1/22/2022,3339,"[0.75, 0.87, 0.71]",Allstate
3977,Model 42,Classification,3,1/23/2022,4541,"[0.79, 0.74, 0.7]",Allstate
3978,Model 42,Classification,3,1/24/2022,1588,"[0.94, 0.78, 0.73]",Allstate
3979,Model 42,Classification,3,1/25/2022,2284,"[0.86, 0.85, 0.83]",Allstate
3980,Model 42,Classification,3,1/26/2022,1628,"[0.77, 0.91, 0.8]",Allstate
3981,Model 42,Classification,3,1/27/2022,4069,"[0.9, 0.93, 0.81]",Allstate
3982,Model 42,Classification,3,1/28/2022,1037,"[0.83, 0.75, 0.91]",Allstate
3983,Model 42,Classification,3,1/29/2022,3442,"[0.79, 0.78, 0.7]",Allstate
3984,Model 42,Classification,3,1/30/2022,3598,"[0.8, 0.85, 0.87]",Allstate
3985,Model 42,Classification,3,1/31/2022,1692,"[0.73, 0.94, 0.93]",Allstate
3986,Model 42,Classification,3,2/1/2022,3966,"[0.85, 0.88, 0.7]",Allstate
3987,Model 42,Classification,3,2/2/2022,4089,"[0.77, 0.71, 0.86]",Allstate
3988,Model 42,Classification,3,2/3/2022,3000,"[0.83, 0.71, 0.7]",Allstate
3989,Model 42,Classification,3,2/4/2022,4745,"[0.9, 0.7, 0.91]",Allstate
3990,Model 42,Classification,3,2/5/2022,1364,"[0.87, 0.85, 0.9]",Allstate
3991,Model 42,Classification,3,2/6/2022,3899,"[0.9, 0.71, 0.8]",Allstate
3992,Model 42,Classification,3,2/7/2022,4317,"[0.82, 0.87, 0.85]",Allstate
3993,Model 42,Classification,3,2/8/2022,2939,"[0.73, 0.94, 0.72]",Allstate
3994,Model 42,Classification,3,2/9/2022,3520,"[0.82, 0.78, 0.88]",Allstate
3995,Model 42,Classification,3,2/10/2022,1721,"[0.71, 0.73, 0.8]",Allstate
3996,Model 42,Classification,3,2/11/2022,4649,"[0.92, 0.79, 0.77]",Allstate
3997,Model 42,Classification,3,2/12/2022,2417,"[0.76, 0.73, 0.84]",Allstate
3998,Model 42,Classification,3,2/13/2022,4786,"[0.93, 0.92, 0.88]",Allstate
3999,Model 42,Classification,3,2/14/2022,1651,"[0.74, 0.78, 0.95]",Allstate
4000,Model 42,Classification,3,2/15/2022,4468,"[0.75, 0.86, 0.71]",Allstate
4001,Model 42,Classification,3,2/16/2022,4905,"[0.71, 0.89, 0.92]",Allstate
4002,Model 42,Classification,3,2/17/2022,1411,"[0.77, 0.75, 0.89]",Allstate
4003,Model 42,Classification,3,2/18/2022,4290,"[0.92, 0.75, 0.95]",Allstate
4004,Model 42,Classification,3,2/19/2022,2500,"[0.74, 0.71, 0.77]",Allstate
4005,Model 42,Classification,3,2/20/2022,1422,"[0.73, 0.7, 0.81]",Allstate
4006,Model 42,Classification,3,2/21/2022,1945,"[0.94, 0.75, 0.71]",Allstate
4007,Model 42,Classification,3,2/22/2022,2637,"[0.81, 0.91, 0.76]",Allstate
4008,Model 42,Classification,3,2/23/2022,2563,"[0.75, 0.84, 0.73]",Allstate
4009,Model 42,Classification,3,2/24/2022,1742,"[0.79, 0.88, 0.91]",Allstate
4010,Model 42,Classification,3,2/25/2022,4793,"[0.89, 0.88, 0.7]",Allstate
4011,Model 42,Classification,3,2/26/2022,3305,"[0.74, 0.78, 0.82]",Allstate
4012,Model 42,Classification,3,2/27/2022,4270,"[0.9, 0.9, 0.78]",Allstate
4013,Model 42,Classification,3,2/28/2022,1367,"[0.88, 0.8, 0.75]",Allstate
4014,Model 42,Classification,3,3/1/2022,2870,"[0.75, 0.85, 0.92]",Allstate
4015,Model 42,Classification,3,3/2/2022,1674,"[0.73, 0.77, 0.76]",Allstate
4016,Model 42,Classification,3,3/3/2022,2021,"[0.75, 0.81, 0.76]",Allstate
4017,Model 42,Classification,3,3/4/2022,1895,"[0.73, 0.78, 0.85]",Allstate
4018,Model 42,Classification,3,3/5/2022,4164,"[0.84, 0.79, 0.92]",Allstate
4019,Model 42,Classification,3,3/6/2022,1180,"[0.95, 0.77, 0.77]",Allstate
4020,Model 42,Classification,3,3/7/2022,1721,"[0.74, 0.7, 0.88]",Allstate
4021,Model 42,Classification,3,3/8/2022,2194,"[0.94, 0.86, 0.94]",Allstate
4022,Model 42,Classification,3,3/9/2022,1756,"[0.94, 0.89, 0.75]",Allstate
4023,Model 42,Classification,3,3/10/2022,2141,"[0.74, 0.91, 0.93]",Allstate
4024,Model 42,Classification,3,3/11/2022,3093,"[0.75, 0.77, 0.88]",Allstate
4025,Model 43,Regression,1,10/13/2023,1163,1,Liberty Mutual
4026,Model 43,Regression,1,10/14/2023,2102,3.22,Liberty Mutual
4027,Model 43,Regression,1,10/15/2023,3073,0.78,Liberty Mutual
4028,Model 43,Regression,1,10/16/2023,4727,4.35,Liberty Mutual
4029,Model 43,Regression,1,10/17/2023,4730,4.26,Liberty Mutual
4030,Model 43,Regression,1,10/18/2023,3830,0.7,Liberty Mutual
4031,Model 43,Regression,1,10/19/2023,4433,2.07,Liberty Mutual
4032,Model 43,Regression,1,10/20/2023,4045,3.33,Liberty Mutual
4033,Model 43,Regression,1,10/21/2023,3128,1.88,Liberty Mutual
4034,Model 43,Regression,1,10/22/2023,2984,1.4,Liberty Mutual
4035,Model 43,Regression,1,10/23/2023,2513,2.67,Liberty Mutual
4036,Model 43,Regression,1,10/24/2023,3353,1.79,Liberty Mutual
4037,Model 43,Regression,1,10/25/2023,1937,3.24,Liberty Mutual
4038,Model 43,Regression,1,10/26/2023,1402,2.4,Liberty Mutual
4039,Model 43,Regression,1,10/27/2023,4895,1.91,Liberty Mutual
4040,Model 43,Regression,1,10/28/2023,4994,0.82,Liberty Mutual
4041,Model 43,Regression,1,10/29/2023,3729,2.55,Liberty Mutual
4042,Model 43,Regression,1,10/30/2023,4568,1.74,Liberty Mutual
4043,Model 43,Regression,1,10/31/2023,2242,2.27,Liberty Mutual
4044,Model 43,Regression,1,11/1/2023,1443,1.21,Liberty Mutual
4045,Model 43,Regression,1,11/2/2023,3620,3.54,Liberty Mutual
4046,Model 43,Regression,1,11/3/2023,1858,0.84,Liberty Mutual
4047,Model 43,Regression,1,11/4/2023,2887,1.07,Liberty Mutual
4048,Model 43,Regression,1,11/5/2023,3788,3.59,Liberty Mutual
4049,Model 43,Regression,1,11/6/2023,1188,1.59,Liberty Mutual
4050,Model 43,Regression,1,11/7/2023,2950,2.84,Liberty Mutual
4051,Model 43,Regression,1,11/8/2023,4563,4.62,Liberty Mutual
4052,Model 43,Regression,1,11/9/2023,2109,2.18,Liberty Mutual
4053,Model 43,Regression,1,11/10/2023,4725,3.14,Liberty Mutual
4054,Model 43,Regression,1,11/11/2023,2829,1.05,Liberty Mutual
4055,Model 43,Regression,1,11/12/2023,2157,2.6,Liberty Mutual
4056,Model 43,Regression,1,11/13/2023,4938,4.06,Liberty Mutual
4057,Model 43,Regression,1,11/14/2023,4739,1.52,Liberty Mutual
4058,Model 43,Regression,1,11/15/2023,2329,0.22,Liberty Mutual
4059,Model 43,Regression,1,11/16/2023,3897,2.1,Liberty Mutual
4060,Model 43,Regression,1,11/17/2023,3641,2.16,Liberty Mutual
4061,Model 43,Regression,1,11/18/2023,1733,4.5,Liberty Mutual
4062,Model 43,Regression,1,11/19/2023,3856,3.15,Liberty Mutual
4063,Model 43,Regression,1,11/20/2023,1187,4.12,Liberty Mutual
4064,Model 43,Regression,1,11/21/2023,1099,4.17,Liberty Mutual
4065,Model 43,Regression,1,11/22/2023,4284,3.35,Liberty Mutual
4066,Model 43,Regression,1,11/23/2023,1165,1.06,Liberty Mutual
4067,Model 43,Regression,1,11/24/2023,4135,1.14,Liberty Mutual
4068,Model 43,Regression,1,11/25/2023,1718,0.68,Liberty Mutual
4069,Model 43,Regression,1,11/26/2023,4066,4.13,Liberty Mutual
4070,Model 43,Regression,1,11/27/2023,4569,1.91,Liberty Mutual
4071,Model 43,Regression,1,11/28/2023,3834,1.92,Liberty Mutual
4072,Model 43,Regression,1,11/29/2023,2505,0.58,Liberty Mutual
4073,Model 43,Regression,1,11/30/2023,4879,4.38,Liberty Mutual
4074,Model 43,Regression,1,12/1/2023,1625,2.25,Liberty Mutual
4075,Model 43,Regression,1,12/2/2023,4102,4.81,Liberty Mutual
4076,Model 43,Regression,1,12/3/2023,3332,2.99,Liberty Mutual
4077,Model 43,Regression,1,12/4/2023,2055,0.92,Liberty Mutual
4078,Model 43,Regression,1,12/5/2023,4303,2.09,Liberty Mutual
4079,Model 43,Regression,1,12/6/2023,3427,2.95,Liberty Mutual
4080,Model 43,Regression,1,12/7/2023,2147,0.6,Liberty Mutual
4081,Model 43,Regression,1,12/8/2023,3345,0.64,Liberty Mutual
4082,Model 43,Regression,1,12/9/2023,2812,3.5,Liberty Mutual
4083,Model 43,Regression,1,12/10/2023,2431,1.03,Liberty Mutual
4084,Model 43,Regression,1,12/11/2023,1986,1.88,Liberty Mutual
4085,Model 43,Regression,1,12/12/2023,2622,1.3,Liberty Mutual
4086,Model 43,Regression,1,12/13/2023,4559,0.1,Liberty Mutual
4087,Model 43,Regression,1,12/14/2023,4377,2.3,Liberty Mutual
4088,Model 43,Regression,1,12/15/2023,1886,3.33,Liberty Mutual
4089,Model 43,Regression,1,12/16/2023,1157,3.41,Liberty Mutual
4090,Model 43,Regression,1,12/17/2023,1791,3.88,Liberty Mutual
4091,Model 43,Regression,1,12/18/2023,1766,4.04,Liberty Mutual
4092,Model 43,Regression,1,12/19/2023,4092,1.11,Liberty Mutual
4093,Model 43,Regression,1,12/20/2023,2972,3.98,Liberty Mutual
4094,Model 43,Regression,1,12/21/2023,3452,3.73,Liberty Mutual
4095,Model 43,Regression,1,12/22/2023,3762,0.82,Liberty Mutual
4096,Model 43,Regression,1,12/23/2023,2480,4,Liberty Mutual
4097,Model 43,Regression,1,12/24/2023,4493,1.76,Liberty Mutual
4098,Model 43,Regression,1,12/25/2023,4071,4.42,Liberty Mutual
4099,Model 43,Regression,1,12/26/2023,4947,4.31,Liberty Mutual
4100,Model 43,Regression,1,12/27/2023,1600,0.3,Liberty Mutual
4101,Model 43,Regression,1,12/28/2023,3736,1.44,Liberty Mutual
4102,Model 43,Regression,1,12/29/2023,1027,2.64,Liberty Mutual
4103,Model 43,Regression,1,12/30/2023,2172,1.7,Liberty Mutual
4104,Model 43,Regression,1,12/31/2023,4242,3.4,Liberty Mutual
4105,Model 43,Regression,1,1/1/2024,2079,2.41,Liberty Mutual
4106,Model 43,Regression,1,1/2/2024,3622,4.38,Liberty Mutual
4107,Model 43,Regression,1,1/3/2024,3833,1.26,Liberty Mutual
4108,Model 43,Regression,1,1/4/2024,4605,1.09,Liberty Mutual
4109,Model 44,Classification,1,4/25/2021,2011,"[0.92, 0.71, 0.94]",Liberty Mutual
4110,Model 44,Classification,1,4/26/2021,3847,"[0.87, 0.82, 0.85]",Liberty Mutual
4111,Model 44,Classification,1,4/27/2021,1922,"[0.79, 0.83, 0.8]",Liberty Mutual
4112,Model 44,Classification,1,4/28/2021,3496,"[0.91, 0.91, 0.91]",Liberty Mutual
4113,Model 44,Classification,1,4/29/2021,1829,"[0.79, 0.92, 0.71]",Liberty Mutual
4114,Model 44,Classification,1,4/30/2021,2361,"[0.82, 0.73, 0.89]",Liberty Mutual
4115,Model 44,Classification,1,5/1/2021,2652,"[0.85, 0.85, 0.94]",Liberty Mutual
4116,Model 44,Classification,1,5/2/2021,3147,"[0.89, 0.93, 0.94]",Liberty Mutual
4117,Model 44,Classification,1,5/3/2021,1415,"[0.9, 0.86, 0.88]",Liberty Mutual
4118,Model 44,Classification,1,5/4/2021,3923,"[0.87, 0.77, 0.85]",Liberty Mutual
4119,Model 44,Classification,1,5/5/2021,3389,"[0.75, 0.78, 0.73]",Liberty Mutual
